locus_name	id	strand	chrom	start	end	strand	nfeats	width	model_cov	ltr5_model	int_model	ltr3_model	family
HERVS71_15q25.3	HERVS71_0031	prototype	chr15	89081364	89089461	+	8	8097	7560	LTR6B	HERVS71-int	LTR6B	HERVS71
HERVH_15q26.1a	HERVH_0966	prototype	chr15	89090498	89105494	-	8	14996	5105	LTR7	HERVH-int	LTR7	HERVH
HML3_15q26.1	HML3_0167	prototype	chr15	89776944	89783534	-	5	6590	5281	MER9a3	HERVK9-int	MER9a3	HML3
HERVH_15q26.1b	HERVH_0967	prototype	chr15	90676524	90681532	+	7	5008	4643	LTR7B	HERVH-int	LTR7B	HERVH
HERV9_15q26.1	HERV9_0269	prototype	chr15	92750383	92758207	+	4	7824	6581	LTR12	HERV9-int	LTR12	HERV9
HERVW_15q26.1	HERVW_0181	prototype	chr15	92841376	92845430	+	6	4054	3244	LTR17	HERV17-int	LTR17	HERVW
HERVH_15q26.1c	HERVH_0968	prototype	chr15	93054536	93060655	+	6	6119	5261	LTR7	HERVH-int	LTR7	HERVH
HERVL_15q26.2a	HERVL_0831	oneside	chr15	95035574	95037044	+	2	1470	1306		HERVL-int	MLT2A2	HERVL
HERVH_15q26.2a	HERVH_0969	tandem	chr15	95293977	95303605	+	14	9628	8378	LTR7	HERVH-int	LTR7	HERVH
MER61_15q26.2	MER61_0246	internal	chr15	95419549	95423570	-	4	4021	5301		MER61-int		MER61
HERVL_15q26.2b	HERVL_0832	oneside	chr15	95745717	95748933	+	2	3216	2674		HERVL-int	MLT2A2	HERVL
HERVH_15q26.2b	HERVH_0970	prototype	chr15	97415066	97420897	-	7	5831	5045	LTR7	HERVH-int	LTR7	HERVH
HERVL_15q26.3	HERVL_0833	oneside	chr15	100619802	100621581	+	2	1779	1399		HERVL-int	MLT2A1	HERVL
HERVH_15q26.3a	HERVH_0971	prototype	chr15	100980461	100986406	+	6	5945	5261	LTR7	HERVH-int	LTR7	HERVH
HERVH_15q26.3b	HERVH_0972	prototype	chr15	101612691	101618498	+	8	5807	4869	LTR7	HERVH-int	LTR7	HERVH
HERV3_16p13.3	HERV3_0043	internal	chr16	93441	96385	+	4	2944	2301		HERV3-int		HERV3
HML4_16p13.3	HML4_0012	prototype	chr16	2710262	2720538	-	5	10276	8038	LTR13	HERVK13-int	LTR13	HML4
HML2_16p13.3	HML2_0066	internal	chr16	2976159	2977661	+	6	1502	1364		HERVK-int		HML2
HML3_16p13.3	HML3_0168	prototype	chr16	3126839	3131510	-	6	4671	3755	MER9a2	HERVK9-int	MER9a2	HML3
HERVH_16p13.3	HERVH_0973	prototype	chr16	7864738	7870399	+	7	5661	5049	LTR7	HERVH-int	LTR7	HERVH
HERVH_16p13.2a	HERVH_0974	tandem	chr16	8926899	8939314	-	13	12415	11398	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_16p13.2b	HERVH_0975	prototype	chr16	9764386	9771158	-	5	6772	5756	LTR7	HERVH-int	LTR7	HERVH
HERVH_16p13.2c	HERVH_0976	prototype	chr16	10377017	10389091	+	8	12074	5171	LTR7	HERVH-int	LTR7	HERVH
HML3_16p13.13	HML3_0169	prototype	chr16	10511808	10518194	-	5	6386	4984	MER9a3	HERVK9-int	MER9a3	HML3
HERVI_16p13.13	HERVI_0051	prototype	chr16	10535704	10541537	-	5	5833	4814	LTR10B1	HERVI-int	LTR10B1	HERVI
HERVH_16p13.12	HERVH_0977	prototype	chr16	13446439	13451918	-	9	5479	4657	LTR7	HERVH-int	LTR7	HERVH
HERVH_16p12.3	HERVH_0978	prototype	chr16	19001843	19008623	-	9	6780	4478	LTR7B	HERVH-int	LTR7B	HERVH
HERVK14C_16p12.3	HERVK14C_0017	prototype	chr16	19404903	19413474	-	3	8571	7433	LTR14C	HERVK14C-int	LTR14C	HERVK14C
MER61_16p12.3	MER61_0247	prototype	chr16	19414112	19419186	-	4	5074	4602	MER61A	MER61-int	MER61A	MER61
HERVL_16p12.3a	HERVL_0834	oneside	chr16	20463434	20465873	+	4	2439	810	MLT2A1	HERVL-int		HERVL
HERVL_16p12.3b	HERVL_0835	oneside	chr16	20584658	20587097	-	4	2439	810	MLT2A1	HERVL-int		HERVL
HML1_16p12.3	HML1_0063	prototype	chr16	20652678	20659474	+	6	6796	1685	LTR14B	HERVK14-int	LTR14B	HML1
HERVW_16p12.3	HERVW_0182	internal	chr16	20656273	20658226	+	4	1953	1954		HERV17-int		HERVW
HERV9_16p12.2	HERV9_0270	prototype	chr16	21640776	21649236	-	5	8460	6179	LTR12D	HERV9-int	LTR12D	HERV9
HERVL_16p11.2	HERVL_0836	oneside	chr16	29013964	29019364	+	5	5400	4005		HERVL-int	MLT2A2	HERVL
HERVFH21_16p11.2	HERVFH21_0025	prototype	chr16	30553085	30560079	-	9	6994	6168	LTR21A	HERVFH21-int	LTR21A	HERVFH21
HML6_16p11.2	HML6_0049	prototype	chr16	30627017	30635602	-	5	8585	7170	LTR3B_	HERVK3-int	LTR3B	HML6
HERVH_16p11.2	HERVH_0979	prototype	chr16	30870772	30876227	+	10	5455	4378	LTR7B	HERVH-int	LTR7B	HERVH
HML3_16p11.2a	HML3_0170	prototype	chr16	31551040	31554721	+	5	3681	2652	MER9a3	HERVK9-int	MER9a3	HML3
HML1_16p11.2	HML1_0064	prototype	chr16	31671281	31679714	+	3	8433	7358	LTR14B	HERVK14-int	LTR14B	HML1
HML5_16p11.2	HML5_0083	oneside	chr16	31774398	31779227	-	3	4829	3968	LTR22C	HERVK22-int		HML5
HML2_16p11.2	HML2_0067	oneside	chr16	34231396	34234142	+	3	2746	1786		HERVK-int	LTR5_Hs	HML2
HML3_16p11.2b	HML3_0171	prototype	chr16	34302890	34315923	-	4	13033	6034	MER9a3	HERVK9-int	MER9a3	HML3
HERVS71_16p11.2	HERVS71_0032	prototype	chr16	34501988	34511447	-	5	9459	8319	LTR6A	HERVS71-int	LTR6A	HERVS71
HML6_16p11.1	HML6_0050	prototype	chr16	34750974	34758850	+	3	7876	7172	LTR3B_	HERVK3-int	LTR3B	HML6
HERVH_16p11.1	HERVH_0980	prototype	chr16	34970794	34980137	-	5	9343	7415	LTR7C	HERVH-int	LTR7C	HERVH
HML5_16p11.1a	HML5_0084	oneside	chr16	35032127	35036190	+	4	4063	2837	LTR22B	HERVK22-int		HML5
HML5_16p11.1b	HML5_0085	prototype	chr16	35089618	35091581	+	4	1963	977	LTR22C	HERVK22-int	LTR22C	HML5
HERVS71_16p11.1	HERVS71_0033	prototype	chr16	35131373	35136950	-	5	5577	3873	LTR6A	HERVS71-int	LTR6A	HERVS71
HERVH48_16p11.1	HERVH48_0039	oneside	chr16	35137485	35145156	-	3	7671	6214	MER48	HERVH48-int		HERVH48
MER61_16q12.1	MER61_0248	oneside	chr16	47523209	47527104	-	3	3895	3570	MER61A	MER61-int		MER61
HERVH_16q12.1a	HERVH_0981	oneside	chr16	47872651	47878475	+	4	5824	5741	LTR7	HERVH-int		HERVH
HERVH_16q12.1b	HERVH_0982	internal	chr16	52249984	52251309	-	3	1325	1341		HERVH-int		HERVH
HERVFRD_16q12.2	HERVFRD_0078	prototype*	chr16	55662345	55669463	+	7	7118	5571	MER50	MER50-int	MER50	HERVFRD
HERV9_16q21	HERV9_0271	oneside	chr16	57428713	57433055	-	3	4342	3719		HERV9-int	LTR12F	HERV9
HERVH_16q21a	HERVH_0983	prototype	chr16	59548814	59556868	-	4	8054	7236	LTR7	HERVH-int	LTR7	HERVH
HERVH_16q21b	HERVH_0984	prototype	chr16	60112438	60118482	+	8	6044	4883	LTR7	HERVH-int	LTR7	HERVH
HERVL_16q21	HERVL_0837	prototype	chr16	60880884	60887543	+	5	6659	5652	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_16q21c	HERVH_0985	prototype	chr16	63013143	63019112	-	8	5969	4890	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_16q21d	HERVH_0986	prototype	chr16	65263707	65269252	-	8	5545	4739	LTR7	HERVH-int	LTR7	HERVH
HERVH_16q21e	HERVH_0987	prototype	chr16	65309158	65312937	-	8	3779	3270	LTR7	HERVH-int	LTR7Y	HERVH
HERVH_16q22.1	HERVH_0988	tandem	chr16	70650426	70660022	-	13	9596	8931	LTR7Y	HERVH-int	LTR7	HERVH
HERVI_16q22.2	HERVI_0052	prototype	chr16	72098167	72107275	+	4	9108	7783	LTR10B	HERVI-int	LTR10B	HERVI
HERVFRD_16q23.1	HERVFRD_0079	oneside	chr16	75741863	75746268	+	5	4405	1835		MER50-int	MER50B	HERVFRD
HERVL_16q23.1	HERVL_0838	prototype	chr16	76467876	76471274	-	3	3398	2690	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVE_16q23.1	HERVE_0094	oneside	chr16	78092469	78094535	-	2	2066	1573	LTR2C	HERVE-int		HERVE
HERVL_16q24.1	HERVL_0839	prototype	chr16	84888845	84895315	-	3	6470	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_16q24.1a	HERVH_0989	prototype	chr16	86311700	86314885	+	7	3185	2265	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_16q24.1b	HERVH_0990	prototype	chr16	86775624	86781261	-	8	5637	4890	LTR7	HERVH-int	LTR7	HERVH
HERVL_17p13.2a	HERVL_0840	internal	chr17	3328896	3330468	-	1	1572	1586		HERVL-int		HERVL
HERVL_17p13.2b	HERVL_0841	oneside	chr17	4021347	4023845	-	4	2498	2065	MLT2A2	HERVL-int		HERVL
HERVH_17p13.1	HERVH_0991	oneside	chr17	6636283	6640771	-	2	4488	4093	LTR7B	HERVH-int		HERVH
HML3_17p13.1	HML3_0172	prototype	chr17	6778464	6784849	-	4	6385	5390	MER9a1	HERVK9-int	MER9a1	HML3
MER61_17p13.1	MER61_0249	oneside	chr17	7426174	7432579	-	8	6405	3127		MER61-int	MER61B	MER61
HML2_17p13.1	HML2_0068	oneside	chr17	7959654	7967219	+	5	7565	6060	LTR5_Hs	HERVK-int		HML2
HERVH_17p12	HERVH_0992	prototype	chr17	11875072	11880264	+	7	5192	4052	LTR7Y	HERVH-int	LTR7Y	HERVH
MER61_17p12	MER61_0250	internal	chr17	13073762	13077496	+	2	3734	4622		MER61-int		MER61
HERVL_17p11.2a	HERVL_0842	internal	chr17	16782921	16783472	-	1	551	661		HERVL-int		HERVL
HERVH_17p11.2	HERVH_0993	prototype	chr17	19791854	19796911	-	8	5057	4835	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_17p11.2b	HERVL_0843	internal	chr17	20901375	20902500	+	3	1125	948		HERVL-int		HERVL
HML3_17p11.2	HML3_0173	oneside	chr17	20981127	20983872	-	2	2745	2251	MER9a3	HERVK9-int		HML3
HML3_17q11.2a	HML3_0174	oneside	chr17	26011314	26013124	+	2	1810	1376	MER9a3	HERVK9-int		HML3
HML3_17q11.2b	HML3_0175	oneside	chr17	26023474	26029637	+	3	6163	6726		HERVK9-int	MER9a3	HML3
HERV9_17q11.2a	HERV9_0272	prototype	chr17	26038937	26047986	+	6	9049	7843	LTR12F	HERV9-int	LTR12F	HERV9
HERVE_17q11.2	HERVE_0095	prototype	chr17	26557544	26566365	-	3	8821	7811	LTR2C	HERVE-int	LTR2C	HERVE
MER61_17q11.2	MER61_0251	oneside	chr17	27760507	27764074	-	3	3567	2945		MER61-int	MER61A	MER61
HML3_17q11.2c	HML3_0176	prototype	chr17	28312414	28318775	-	5	6361	5051	MER9a3	HERVK9-int	MER9a3	HML3
HERVL_17q11.2	HERVL_0844	prototype	chr17	29510604	29516037	+	6	5433	3965	MLT2A1	HERVL-int	MLT2A1	HERVL
HML3_17q11.2d	HML3_0177	prototype	chr17	29960126	29966038	+	4	5912	5057	MER9a3	HERVK9-int	MER9a3	HML3
HERV9_17q11.2b	HERV9_0273	prototype	chr17	30089057	30099147	+	3	10090	8435	LTR12	HERV9-int	LTR12	HERV9
HERVH_17q11.2	HERVH_0994	oneside	chr17	31099937	31101259	+	2	1322	1489	LTR7B	HERVH-int		HERVH
HERVH_17q12	HERVH_0995	prototype	chr17	32510209	32516013	+	7	5804	5040	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_17q12a	HERVL_0845	prototype	chr17	33780474	33783862	+	5	3388	2607	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVW_17q12a	HERVW_0183	oneside	chr17	33878306	33879612	+	2	1306	946		HERV17-int	LTR17	HERVW
HERVL_17q12b	HERVL_0846	prototype	chr17	34438886	34443737	+	6	4851	4027	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_17q12c	HERVL_0847	oneside	chr17	34544775	34549926	+	3	5151	4752	MLT2A1	HERVL-int		HERVL
HERVL_17q12d	HERVL_0848	oneside	chr17	34646338	34651497	+	3	5159	4756	MLT2A1	HERVL-int		HERVL
HERVW_17q12b	HERVW_0184	oneside	chr17	35689889	35693622	+	3	3733	3404		HERV17-int	LTR17	HERVW
HML4_17q21.31	HML4_0013	tandem	chr17	41400485	41429118	-	22	28633	19740	LTR13A	HERVK13-int	LTR13	HML4
HML6_17q21.31	HML6_0051	prototype	chr17	41949364	41952180	+	7	2816	1737	LTR3B_	HERVK3-int	LTR3B_	HML6
HERVL_17q21.32	HERVL_0849	oneside	chr17	47222091	47223668	-	2	1577	1142		HERVL-int	MLT2A1	HERVL
HML3_17q21.32	HML3_0178	prototype	chr17	47248006	47254052	-	4	6046	5071	MER9a3	HERVK9-int	MER9a3	HML3
HERVW_17q21.33	HERVW_0185	prototype	chr17	48476382	48483061	-	12	6679	4149	LTR17	HERV17-int	LTR17	HERVW
MER61_17q21.33	MER61_0252	oneside	chr17	50192309	50194059	+	5	1750	671	MER61C	MER61-int		MER61
HERV9_17q22a	HERV9_0274	oneside	chr17	50651078	50658552	+	3	7474	7095		HERV9-int	LTR12F	HERV9
HERVE_17q22	HERVE_0096	internal	chr17	50672239	50675967	+	1	3728	3732		HERVE-int		HERVE
MER61_17q22a	MER61_0253	prototype	chr17	50901826	50906277	-	8	4451	4315	MER61A	MER61-int	MER61A	MER61
MER61_17q22b	MER61_0254	oneside	chr17	50999158	51001994	-	6	2836	2208		MER61-int	MER61B	MER61
MER61_17q22c	MER61_0255	internal	chr17	51920390	51922119	-	3	1729	1689		MER61-int		MER61
HERV9_17q22b	HERV9_0275	oneside	chr17	52363531	52370973	+	3	7442	6642	LTR12F	HERV9-int		HERV9
HERV9_17q22c	HERV9_0276	prototype	chr17	52404882	52410139	+	6	5257	4173	LTR12F	HERV9-int	LTR12F	HERV9
HERVH_17q22a	HERVH_0996	oneside	chr17	52489139	52494163	+	3	5024	4651		HERVH-int	LTR7C	HERVH
HERV9_17q22d	HERV9_0277	oneside	chr17	52516560	52518143	+	2	1583	1113	LTR12F	HERV9-int		HERV9
HERVL_17q22a	HERVL_0850	oneside	chr17	52670593	52673750	-	3	3157	2302	MLT2A1	HERVL-int		HERVL
HERVL_17q22b	HERVL_0851	prototype	chr17	52892884	52895587	+	4	2703	1791	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVW_17q22	HERVW_0186	prototype	chr17	53088885	53095859	-	6	6974	6213	LTR17	HERV17-int	LTR17	HERVW
HERVH_17q22b	HERVH_0997	prototype	chr17	53545133	53553873	+	9	8740	5746	LTR7C	HERVH-int	LTR7C	HERVH
HERVL18_17q23.2	HERVL18_0115	prototype	chr17	58635862	58638625	-	7	2763	1323	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVFRD_17q24.2	HERVFRD_0080	oneside	chr17	66486686	66489525	-	5	2839	1768	MER50	MER50-int		HERVFRD
HERVH_17q24.2	HERVH_0998	prototype	chr17	66791594	66794238	-	4	2644	1949	LTR7B	HERVH-int	LTR7B	HERVH
HERVL18_17q24.3	HERVL18_0116	prototype	chr17	68664518	68667679	+	9	3161	1913	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVL_17q24.3	HERVL_0852	prototype	chr17	68815025	68820131	-	4	5106	4261	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_17q25.1a	HERVH_0999	oneside	chr17	72499393	72502559	+	6	3166	2680		HERVH-int	LTR7B	HERVH
HML6_17q25.1	HML6_0052	oneside	chr17	72580504	72583070	+	2	2566	2096	LTR3B	HERVK3-int		HML6
HERV9_17q25.1a	HERV9_0278	oneside	chr17	72902016	72904598	-	2	2582	897		HERV9-int	LTR12C	HERV9
HERV9_17q25.1b	HERV9_0279	prototype	chr17	72904845	72910548	+	3	5703	4754	LTR12C	HERV9-int	LTR12C	HERV9
HML1_17q25.1	HML1_0065	prototype	chr17	73018670	73026615	+	11	7945	5314	LTR14A	HERVK14-int	LTR14A	HML1
HERVH_17q25.1b	HERVH_1000	prototype	chr17	73248701	73254362	+	7	5661	4680	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_17q25.1c	HERVH_1001	prototype	chr17	74602069	74607593	-	8	5524	4890	LTR7	HERVH-int	LTR7	HERVH
HERVI_17q25.2	HERVI_0053	prototype	chr17	75163908	75171291	-	6	7383	6227	LTR10B1	HERVI-int	LTR10B1	HERVI
HERVH_17q25.3	HERVH_1002	prototype	chr17	78373593	78381986	+	6	8393	7339	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_18p11.32a	HERVL_0853	prototype	chr18	1329269	1333327	+	6	4058	2877	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_18p11.32b	HERVL_0854	prototype	chr18	1854962	1861468	-	3	6506	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_18p11.32c	HERVL_0855	prototype	chr18	2832591	2839313	-	4	6722	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVFRD_18p11.31	HERVFRD_0081	oneside	chr18	4057061	4062956	+	4	5895	4660	MER50	MER50-int		HERVFRD
HERVW_18p11.31	HERVW_0187	prototype	chr18	4681679	4692409	+	6	10730	6489	LTR17	HERV17-int	LTR17	HERVW
HERV9_18p11.31	HERV9_0280	prototype	chr18	5085228	5091205	+	5	5977	3768	LTR12_	HERV9-int	LTR12	HERV9
HERVL_18p11.23	HERVL_0856	oneside	chr18	7535647	7537308	-	2	1661	1098		HERVL-int	MLT2A2	HERVL
HERVFRD_18p11.23	HERVFRD_0082	prototype	chr18	8177577	8180997	-	7	3420	1537	MER50	MER50-int	MER50	HERVFRD
HERVH_18p11.22	HERVH_1003	oneside	chr18	9421987	9426212	-	6	4225	3877		HERVH-int	LTR7C	HERVH
HML3_18p11.22	HML3_0179	prototype	chr18	10219923	10225968	-	4	6045	5061	MER9a3	HERVK9-int	MER9a3	HML3
HERVL_18p11.21a	HERVL_0857	prototype	chr18	11127307	11133872	+	4	6565	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV3_18p11.21	HERV3_0044	internal	chr18	11544675	11552360	-	1	7685	7724		HERV3-int		HERV3
HERVFRD_18p11.21	HERVFRD_0083	oneside	chr18	11584745	11586033	+	2	1288	815		MER50-int	MER50	HERVFRD
HERVL_18p11.21b	HERVL_0858	oneside	chr18	12753986	12759576	-	5	5590	4334		HERVL-int	MLT2A1	HERVL
HERVL_18p11.21c	HERVL_0859	prototype	chr18	15039148	15045694	+	3	6546	5639	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_18q11.2	HERVH_1004	prototype	chr18	20864973	20870010	+	8	5037	4753	LTR7B	HERVH-int	LTR7	HERVH
HERV9_18q11.2	HERV9_0281	prototype	chr18	23811638	23825764	-	5	14126	6969	LTR12F	HERV9-int	LTR12F	HERV9
HERVL_18q11.2	HERVL_0860	oneside	chr18	24799406	24801367	+	3	1961	1467	MLT2A2	HERVL-int		HERVL
HERVH48_18q12.1	HERVH48_0040	oneside	chr18	25788804	25792062	-	3	3258	2942		HERVH48-int	MER48	HERVH48
HERVH_18q12.1a	HERVH_1005	prototype	chr18	26272990	26278845	-	9	5855	4976	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_18q12.1a	HERVL_0861	oneside	chr18	26876669	26880072	-	4	3403	3193		HERVL-int	MLT2A2	HERVL
HML5_18q12.1	HML5_0086	prototype	chr18	26999847	27003925	-	5	4078	3132	LTR22C	HERVK22-int	LTR22C	HML5
MER61_18q12.1a	MER61_0256	prototype	chr18	27459507	27464604	-	4	5097	4608	MER61A	MER61-int	MER61A	MER61
HERVH_18q12.1b	HERVH_1006	prototype	chr18	28864161	28869890	-	5	5729	5727	LTR7	HERVH-int	LTR7	HERVH
HERVL_18q12.1b	HERVL_0862	prototype	chr18	29378999	29380798	+	4	1799	857	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_18q12.1c	HERVH_1007	prototype	chr18	29383745	29390019	+	8	6274	5491	LTR7	HERVH-int	LTR7	HERVH
HERVH_18q12.1d	HERVH_1008	prototype	chr18	29580445	29586244	+	7	5799	4848	LTR7B	HERVH-int	LTR7B	HERVH
HERV3_18q12.1a	HERV3_0045	internal	chr18	30891920	30893882	+	3	1962	1342		HERV3-int		HERV3
HERV3_18q12.1b	HERV3_0046	internal	chr18	30894194	30895435	+	2	1241	926		HERV3-int		HERV3
MER61_18q12.1b	MER61_0257	prototype	chr18	31140586	31146906	-	8	6320	4654	MER61C	MER61-int	MER61C	MER61
HERVL_18q12.1c	HERVL_0863	oneside	chr18	32312801	32315378	-	2	2577	2171	MLT2A1	HERVL-int		HERVL
HERVH_18q12.2a	HERVH_1009	prototype	chr18	32795991	32802476	+	6	6485	5945	LTR7	HERVH-int	LTR7	HERVH
HERVH_18q12.2b	HERVH_1010	prototype	chr18	32936103	32941755	-	7	5652	5095	LTR7	HERVH-int	LTR7	HERVH
HERVI_18q12.2	HERVI_0054	prototype	chr18	33412053	33420485	+	3	8432	7783	LTR10G	HERVI-int	LTR10G	HERVI
HERVH_18q12.2c	HERVH_1011	prototype	chr18	33424025	33430382	+	5	6357	5756	LTR7	HERVH-int	LTR7	HERVH
HERVL_18q12.2a	HERVL_0864	prototype	chr18	33434996	33441507	+	4	6511	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_18q12.2b	HERVL_0865	oneside*	chr18	35455252	35462037	+	7	6785	4175		HERVL-int	MLT2A1	HERVL
HERVL_18q12.2c	HERVL_0866	oneside	chr18	35974139	35976014	+	3	1875	1437		HERVL-int	MLT2A1	HERVL
HERVL_18q12.2d	HERVL_0867	oneside	chr18	36251252	36253887	+	4	2635	2347		HERVL-int	MLT2A1	HERVL
MER61_18q12.3a	MER61_0258	prototype	chr18	37375121	37380399	-	7	5278	4410	MER61A	MER61-int	MER61A	MER61
HERVH_18q12.3a	HERVH_1012	prototype	chr18	40041805	40049714	+	4	7909	7381	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_18q12.3b	HERVH_1013	prototype	chr18	40132405	40138107	-	4	5702	4909	LTR7	HERVH-int	LTR7	HERVH
HERVH_18q12.3c	HERVH_1014	prototype	chr18	40317010	40322310	+	9	5300	4479	LTR7	HERVH-int	LTR7	HERVH
HERVH_18q12.3d	HERVH_1015	prototype	chr18	40571461	40576774	+	7	5313	4401	LTR7	HERVH-int	LTR7	HERVH
MER61_18q12.3b	MER61_0259	prototype	chr18	40742404	40751095	+	5	8691	8447	MER61A	MER61-int	MER61A	MER61
HERVL_18q12.3a	HERVL_0868	prototype	chr18	40978024	40984549	-	4	6525	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL18_18q12.3a	HERVL18_0117	oneside	chr18	41061873	41063233	+	3	1360	1091	LTR18A	HERVL18-int		HERVL18
HERVL18_18q12.3b	HERVL18_0118	prototype	chr18	41064779	41067119	+	8	2340	1716	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVL_18q12.3b	HERVL_0869	prototype	chr18	41074194	41080534	+	4	6340	5650	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_18q12.3c	MER61_0260	internal	chr18	41259702	41260527	-	2	825	909		MER61-int		MER61
HERVL_18q21.1	HERVL_0870	prototype	chr18	44357490	44362719	+	5	5229	4293	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVI_18q21.1	HERVI_0055	prototype	chr18	44448155	44457835	+	5	9680	7739	LTR10B1	HERVI-int	LTR10B1	HERVI
HERVS71_18q21.1	HERVS71_0034	prototype	chr18	47926820	47935100	+	6	8280	6459	LTR6A	HERVS71-int	LTR6A	HERVS71
MER61_18q21.2a	MER61_0261	oneside	chr18	48301678	48306281	+	6	4603	3911	MER61A	MER61-int		MER61
HERVL_18q21.2a	HERVL_0871	internal	chr18	48526896	48534161	+	5	7265	4443		HERVL-int		HERVL
HERV9_18q21.2a	HERV9_0282	oneside	chr18	48637180	48644914	-	4	7734	4360		HERV9-int	LTR12C	HERV9
HERV9_18q21.2b	HERV9_0283	oneside	chr18	48645008	48647853	-	3	2845	1557	LTR12C	HERV9-int		HERV9
HERVL_18q21.2b	HERVL_0872	internal	chr18	48753647	48759551	-	2	5904	5651		HERVL-int		HERVL
HERVH_18q21.2	HERVH_1016	oneside	chr18	49096432	49101159	-	7	4727	4231		HERVH-int	LTR7	HERVH
HERVH48_18q21.2	HERVH48_0041	prototype	chr18	49222982	49236553	+	5	13571	6053	MER48	HERVH48-int	MER48	HERVH48
PABLB_18q21.2a	PABLB_0050	internal	chr18	49479842	49480632	+	1	790	802		PABL_B-int		PABLB
PABLB_18q21.2b	PABLB_0051	internal	chr18	49481814	49486635	+	3	4821	4201		PABL_B-int		PABLB
HERVL_18q21.2c	HERVL_0873	internal	chr18	50112723	50114792	-	1	2069	2071		HERVL-int		HERVL
HERVL18_18q21.2	HERVL18_0119	prototype	chr18	51468366	51471394	-	10	3028	2501	LTR18A	HERVL18-int	LTR18A	HERVL18
MER61_18q21.2b	MER61_0262	prototype	chr18	51908708	51914293	-	5	5585	4659	MER61A	MER61-int	MER61A	MER61
HML5_18q21.2	HML5_0087	oneside	chr18	52272053	52274680	-	4	2627	2162	LTR22A	HERVK22-int		HML5
HERVH_18q21.31a	HERVH_1017	prototype	chr18	54082666	54088572	+	8	5906	4852	LTR7	HERVH-int	LTR7	HERVH
HERVH_18q21.31b	HERVH_1018	prototype	chr18	54731879	54739733	-	6	7854	6846	LTR7	HERVH-int	LTR7	HERVH
HERVH_18q21.32	HERVH_1019	prototype	chr18	56308453	56313940	-	9	5487	4349	LTR7	HERVH-int	LTR7	HERVH
MER61_18q21.32	MER61_0263	prototype	chr18	56869758	56875167	+	6	5409	5785	MER61A	MER61-int	MER61A	MER61
HERVL18_18q21.32	HERVL18_0120	prototype	chr18	57225644	57229262	+	9	3618	2008	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVW_18q21.32	HERVW_0188	oneside	chr18	58377840	58380950	+	4	3110	2787		HERV17-int	LTR17	HERVW
HERVL_18q22.1a	HERVL_0874	prototype	chr18	62197036	62204172	-	5	7136	4162	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_18q22.1	HERVH_1020	prototype	chr18	62348965	62354558	+	8	5593	4890	LTR7	HERVH-int	LTR7	HERVH
HERVL_18q22.1b	HERVL_0875	oneside	chr18	64038975	64044941	+	2	5966	5527	MLT2A1	HERVL-int		HERVL
MER61_18q22.1a	MER61_0264	internal	chr18	64353967	64355616	+	2	1649	809		MER61-int		MER61
MER61_18q22.1b	MER61_0265	internal	chr18	64355910	64359624	+	3	3714	4969		MER61-int		MER61
HERVL18_18q22.1	HERVL18_0121	oneside	chr18	64965357	64968296	+	7	2939	2454		HERVL18-int	LTR18B	HERVL18
PABLB_18q22.1	PABLB_0052	internal	chr18	65000572	65004101	+	5	3529	3372		PABL_B-int		PABLB
HERVL_18q22.2a	HERVL_0876	prototype	chr18	67640052	67646058	-	4	6006	5373	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_18q22.2b	HERVL_0877	internal	chr18	68558257	68558836	-	1	579	582		HERVL-int		HERVL
